omega_cdm,100*theta_s
0.05,0.9255787982453544
0.050015001500150015,0.9256161965968647
0.050030003000300034,0.9256535916249482
0.05004500450045005,0.925690977315947
0.050060006000600066,0.9257283509844639
0.05007500750075008,0.925765738665437
0.05009000900090009,0.9258030870235768
0.05010501050105011,0.9258404194548412
0.05012001200120012,0.9258777581484914
0.05013501350135014,0.9259150862388548
0.05015001500150015,0.925952401724208
0.050165016501650166,0.9259897424455759
0.050180018001800185,0.9260270210147137
0.0501950195019502,0.9260643079547589
0.05021002100210021,0.9261015974397541
0.05022502250225023,0.9261388733978758
0.05024002400240024,0.9261761384515581
0.05025502550255026,0.9262133978392266
0.05027002700270027,0.9262506417341516
0.050285028502850285,0.9262879016097306
0.050300030003000304,0.9263251160515769
0.050315031503150316,0.9263623365990907
0.050330033003300335,0.926399550234977
0.05034503450345035,0.9264367530873727
0.05036003600360036,0.9264739476293161
0.05037503750375038,0.9265111276350024
0.05039003900390039,0.9265483106796101
0.05040504050405041,0.9265854778705768
0.05042004200420042,0.9266226387522228
0.050435043504350435,0.9266597804969668
0.050450045004500454,0.9266969299408406
0.05046504650465047,0.9267340618795542
0.050480048004800486,0.9267712140442042
0.0504950495049505,0.9268082993268408
0.05051005100510051,0.9268453987122413
0.05052505250525053,0.9268825016769516
0.05054005400540054,0.9269195848721614
0.05055505550555056,0.9269566900445232
0.050570057005700574,0.9269937600587081
0.050585058505850586,0.9270308128461638
0.050600060006000605,0.9270678550661846
0.05061506150615062,0.9271048942796274
0.05063006300630063,0.9271419497119252
0.05064506450645065,0.9271789590602401
0.05066006600660066,0.9272159933110518
0.05067506750675068,0.9272530011002216
0.05069006900690069,0.927290000069407
0.050705070507050705,0.9273269618956735
0.050720072007200724,0.9273639460057979
0.050735073507350736,0.9274009267220662
0.050750075007500756,0.9274378840560312
0.05076507650765077,0.9274748535867419
0.05078007800780078,0.9275117813674095
0.0507950795079508,0.9275487418656025
0.05081008100810081,0.9275856734654636
0.05082508250825083,0.9276225874622602
0.05084008400840084,0.9276594926113901
0.050855085508550855,0.9276963958893328
0.050870087008700875,0.9277332843028123
0.05088508850885089,0.9277701684482464
0.050900090009000906,0.9278070493414142
0.05091509150915092,0.9278439025852558
0.05093009300930093,0.927880769990613
0.05094509450945095,0.9279175974287438
0.05096009600960096,0.9279544564800952
0.050975097509750975,0.9279912717185977
0.050990099009900994,0.9280281061487393
0.051005100510051006,0.9280649112611951
0.051020102010201025,0.9281017241382177
0.05103510351035104,0.928138519083253
0.05105010501050105,0.9281753029151077
0.05106510651065107,0.9282120749687547
0.05108010801080108,0.9282488548357892
0.0510951095109511,0.928285620239894
0.05111011101110111,0.9283223939738064
0.051125112511251125,0.9283591372948241
0.051140114011401144,0.9283958654469882
0.05115511551155116,0.9284325814245314
0.051170117011701176,0.9284692873884496
0.05118511851185119,0.9285060000113567
0.0512001200120012,0.928542716220989
0.05121512151215122,0.9285793937364681
0.05123012301230123,0.9286160980585477
0.05124512451245125,0.9286527717805869
0.05126012601260126,0.9286894115443548
0.051275127512751276,0.9287260895783167
0.051290129012901295,0.9287627411195456
0.05130513051305131,0.9287993549697827
0.051320132013201326,0.9288359847341344
0.05133513351335134,0.9288726293278233
0.05135013501350135,0.9289092123256801
0.05136513651365137,0.9289458133228795
0.05138013801380138,0.9289824392314655
0.0513951395139514,0.9290190291582223
0.051410141014101414,0.9290555865473847
0.051425142514251426,0.9290921427758443
0.051440144014401445,0.9291287121138572
0.05145514551455146,0.9291652830129042
