Omega_b,Omega_cdm,n_s,A_s,h,Omega_k,Db_1,Db_2,Db_3,Db_4,Db_5,Db_6,Db_7,Db_8,Db_9,Db_10,Db_11,Db_12,Db_13,Db_14,Db_15,Db_16
0.027860078355297448,0.12574976319447162,0.9552149211615324,1.8115103486925364e-09,0.494837346766144,0.11696309521794318,1004.7546583640873,1390.7871054139885,1863.0880759626677,2433.8604848825303,3087.700473918764,3773.9340542868013,4414.737940906115,4923.060240573669,5226.862344997994,5272.815275479002,5050.017166045247,4601.488633376133,3990.2312469635385,3296.5268621787172,2626.3903062074573,2050.6081410827924
0.023153514456935226,0.09402939402498306,0.9910848518274724,2.1831628531217575e-09,0.7325260176323354,0.04860741272568703,1220.1340698929162,1766.214318380626,2438.2162184539607,3238.7180157374983,4130.822074310095,5028.7930890198195,5815.255425800172,6369.972130322252,6603.140206688461,6474.21593631444,6003.548922872668,5278.097979721986,4416.8753353663205,3550.5777516717426,2812.04692034626,2284.692306202966
0.018725154027342795,0.1999183678068221,0.9468166980333625,1.5305989030748606e-09,0.9142346519976854,-0.1116507187485695,915.6458198163904,1287.0857400153961,1810.499698588581,2403.9009841076577,2871.786004660905,3023.9081402898805,2791.931636737171,2279.656552409815,1685.0538221157137,1230.0373775084963,1034.4659912906532,1099.1028960969948,1299.8060168618913,1489.8909753883822,1553.1790131092232,1477.4938666749877
0.015241663288325071,0.10819673668593169,0.9631922555156052,1.630847442895174e-09,0.7650234910659491,-0.09832857586443425,1076.8369239443946,1622.6291200120029,2334.5268982475604,3134.092086234115,3831.187746179141,4211.195116104322,4149.96838499066,3681.788644432749,2967.8577163848067,2254.056987820564,1748.6639087989001,1564.4416142723114,1673.8543730539345,1945.3529617376387,2207.219782482395,2321.067449371385
0.025351776578463613,0.17636654744856062,0.9789279996417463,2.0323735158890485e-09,0.5881351567804813,0.16016338504850863,1007.3457659203411,1343.513248085076,1748.0289061407093,2245.4914377439773,2826.8119884923312,3442.762426434687,4013.5779056816177,4450.436893063292,4682.013521391857,4664.238795046255,4392.439095364119,3918.2111567533047,3324.4961315431574,2690.8400985742933,2118.461434225965,1679.1441602462014
0.02818134759552777,0.0674529267475009,0.9547759463638067,1.9104809649288652e-09,0.4040589055046439,0.08008895255625248,1162.6464348176341,1704.5847933903676,2360.080870195983,3125.7710174138774,3982.6369624788294,4883.702071991065,5755.876297584167,6513.075132882237,7073.039015480876,7359.122069732432,7345.732545676148,7036.5518830361325,6459.494090439775,5697.438393698236,4830.148246232773,3957.018197306762
0.019937069225125014,0.1491370655130595,0.9990411249175668,2.2505465429276227e-09,1.0037009281106293,-0.1674730781465769,1735.074186480842,2915.018425795167,4290.277461398664,5093.221681721154,4771.811048791358,3570.5923248391637,2312.8950730950673,1732.229561989951,1926.4200134588696,2406.654055146252,2608.780943611215,2373.563151395285,1997.7116083422893,1885.8470207901553,2159.2160775905527,2560.7094598381873
0.020339613519608973,0.06374753057025373,0.957496301587671,1.6121229510754346e-09,0.6640976781025528,0.1629694946110249,951.6535371891325,1311.9905070024997,1747.3665748726858,2246.343446950739,2804.3739808866185,3405.351556274299,4019.5811808849066,4607.180468977827,5117.85292331303,5507.1146191838925,5738.697056123782,5791.159626331008,5648.654297430241,5325.522808005614,4887.860515862289,4360.407542092072
0.029038107474334537,0.14583406299352647,0.9733446558006108,2.209022540599108e-09,0.9262266115285456,-0.07521896809339523,1441.250773807413,2191.7492130690275,3183.634656675302,4315.3682740969925,5332.152993722437,5936.126685110266,5927.505787821695,5314.176624939597,4275.426291263353,3126.4597442518916,2169.9045320843857,1612.3310194673334,1481.626966554721,1669.1174120370285,1970.121653369228,2201.520955072003
0.026237376434728503,0.11206736504100265,0.9454728158190846,1.8315185885876417e-09,1.194017821457237,-0.15919831544160845,2892.255756645557,5010.479969124041,5448.668507631902,3632.9671610780556,1785.932777892421,1584.699855624671,2146.4984055895616,2062.8947513631815,1575.4949473718136,1655.5298039015306,2162.072834830049,2156.9525375353774,1480.840046792237,908.6897024470679,906.3392869110559,1080.5646094263552
